review_text,user_score,recommendation,review_date,entity,series_component,series_id,review_id,page_number,review_len
"Uh what a bad anime. STORY Classic zero to hero story. But it's a very lazy story and full of bullshit. The power balance of the characters is ridiculous. Very weak characters can suddenly get power-ups and be victorious. The relationship between Sasuke and Naruto makes me to my stomach. It seems so fake that people who hate each other so much have weird love. ART The visuals are very bad as they have to shoot so many episodes. There is almost no fighting animation. Have silly word duels. SOUND Naruto's voice is incredibly annoying. Other than that no problem. CHARACTER Oh man... I hate Naruto,Sasuke and Sakura really bad. All of them are incredibly frustrating. I love Kakashi. But I hate most characters of Naruto. Cringy. ENJOYMENT There are many flashbacks. Characters are looking each other lmao. Saying same things again and again. Most of episodes are soooo boring. Oh man. What a garbage.",4,Not Recommended,"Jan 15, 2022",Naruto,Naruto,20,naruto_9a5de16238,1,904
"Naruto, who doesn't know about it? It's a wildly popular series that is controversial-- oh, almost every worldwide-known series is like that. First of all, i just don't get how people keep on complaining about this series. Like, those who gave this series a one-two-three ratings, i wonder what is wrong with them? They better came up with acceptable reasons. And oh-- maybe most of them thought that they're some sort of experts just because they've seen so many other animes besides this (even though they seriously can't make any better show-- note, MAKE-- than this show). I dislike those kinds of ppl that keeps on complaining due to some unclear reasons. And i know that this review might get me hated somehow, but whatever. Here are my thoughts. The story is your stereotypical shounen-ish, capturing a parallel Ninja world, where almost everybody is a ninja and they have some cool superpowers (that's what i call), and there's this weak and stupid main character that eventually grows along the story. To me, the story is a masterpiece. Like, this is one of the first ninja shows at that time, and it pretty much introduced to us how are ninjas like. The main plot itself is unbelievably good (to me, dunno how everyone else feels), a boy that holds some kind of massive power inside of him that remains hidden, but at some moments it will come out. And i also love the idea of making 1-tailed, 2-tailed until 9-tailed monsters, that really got me. Aaand also the awesome techniques and awesome creatures. Until this point, i like almost everything from the story. It quickly catches our attention and it easily makes everyone to sit back and enjoy the show. I watched this show for the first time when i was 10, and like all kids, i instantly got hooked. Indeed, it has some undeniable flaws, like its cliche and guessable story, and maybe some spots of gary stu, to say. But, isn't that all shounen series all about? How the main character who was nothing in the beginning, began to grow and finally becomes something? It was okay enough for me. The fights themselves were also fun and made me eager to watch, and it's even okay to watch it again and again. It's never boring and to me, the story never grows old. Well, Naruto is one of my childhood memories so i might sounded a little bit biased. But that is to me. The characters are-- god, there were like tons of them. Besides the main characters there were absolutely lots of supporting characters that appeared just in some stories and later never showed up again. I absolutely love the way they designed the characters with their unique traits, and note that the design has lots of varieties and i was never bored to see some new characters appearing because they're not the same, they're different. I sometimes thought how could ppl design so many people (because in my case, it's so hard to draw even 10 different faces). Well, Kishimoto looked really professional on designing the characters. Lots of different types of hairstyles (from the normal one until the absurd one), clothes (this one is definitely amusing), and so on. The animation itself is pretty colorful to me, and fight scenes (which is the soul of this series) were drawn neatly. And the sound effects--- for god's sake, i love the BGMs!! There are dozens-- or maybe more-- of sound effects, background musics, and opening-ending song in this anime. 220 episodes is not a short one, and they definitely made it not boring with the music. I could note some songs that i really like coming from Naruto. Toshiro Masuda really, really gave me the thrills with his awesome BGMs whenever we're watching some scenes and then dramatic BGMs that absolutely fits the story begins to play. Music is one of the best aspects in this series, tho. I even downloaded some of them to escort me on doing things. Yeah right. Naruto... is a really enjoyable series. Indeed, as i stated before, it's not perfect. No series are perfect. The best series ever known also came up with some minor flaws. And so is Naruto. Maybe you guys are irritated with the characters, or maybe the typical storyline, or maybe the absurd length of this series, you guys have your own opinions. I'm not a professional or whatsoever, i'm just an ordinary kid who enjoys watching animes. And these are my opinions.",10,Recommended,"Apr 5, 2012",Naruto,Naruto,20,naruto_a24770c095,1,4309
"Naruto is my favorite anime series and manga series. I started reading the manga when I was a pre-teen but dropped it after a while, because certain story elements bothered me (such as Naruto's unrelenting love for his rival). However, when I was 17 I picked it up again because I was bored and had nothing to read, I was hooked all over again, part 2 starts slow but it picks up, and when I say that I mean it gets extremely epic and interesting. But this review is about Part 1, and the anime adaption of it. Well, part 1 Naruto tells the story of a young Tom Sawyer-ish trouble maker kid who wants to be a ninja. It doesn't take long for him to graduate ninja school and begin his journey to become a legendary shinobi, however it's not just Naruto to watch this show for, the supporting cast and antagonists, especially in Part 1, are what make this story shine. Some of the most beautifully sad stories I've ever read/seen (in this case seen) are depicted within this anime, and it's just an amazing story that no one should miss. It enthralled me as a child, and astounded me as an adult, the level of thought, symbolism, and hidden details within this story could only be crafted by geniuses, which would be Kishimoto and his editors. All the characters are interesting, have unique personalities, sometime horrific pasts and secrets, and a good lot of them are extremely likable, such as everyone's favorite teacher Kakashi or the goofy underdog with passion Rock Lee. Even some of the most menacing antagonists you'd never think you'd care about, suddenly show that even they are worth your empathy. There's a good reason this is the biggest hit anime series to sweep america, and that's due to the overwhelmingly strong story, characters, and masterfully orchestrated soundtrack. Now, sure it's amazing, but there are negatives, most which are exclusive to the anime adaption and not the manga. While the anime adaption does a great job portraying the most important scenes, with fantastic animation and great music placement and sound, the entire thing isn't this way. This is because different directors and animation teams worked on different parts of the show, so one director could be brilliant, and one could have a lower budget and not be so brilliant, thus the art and execution are inconsistent in areas. That's not the only negative however, this show has these annoying things called fillers, which are additional story arcs added on that weren't part of Kishimoto's original manga. These are pretty cheesy and badly written and should be skipped, except for a particular comedic episode about attempted to remove Kakashi's mask. If you want to enjoy the show to it's full potential these should be skipped, especially the huge lot of them towards the end. Another thing is censorship. In the manga, there are some scenes that are just far to graphic for whatever timeslot the anime aired in Japan, such as a particular scene where a rogue shinobi is has naked corpses hung on the walls and is removing their limbs and dissecting them. Scenes like this are replaced with stuff that's less graphic but still sorta gets the point across. It's a shame such a great anime with a strong soundtrack and legendary source material has such blaring issues, but that's what bumps it down to a 9, it isn't a perfect adaption, has inconsistent art (but great at times) and various other annoying changes or additions that hamper my enjoyment of the Naruto manga in motion. I recommend skipping the fillers for the best viewing experience, but regardless, this is a story you won't forget, with characters you won't forget, moments you won't forget, and feelings you won't forget. There's no score more appropriate for this show other than a 9/10.",9,Recommended,"Feb 5, 2015",Naruto,Naruto,20,naruto_cbdc3e5b31,1,3755
"The mighty roar of a Kyubei vibrated throughout the area as a crowd of ninja from Konoha try their hardest to bring it to its knees. All the fighting is for naught until one person steps up and sacrifices himself to seal the Kyubei away. That man was known as the Fourth Hokage. Years later, a young orphan named Naruto causes much vandalism and trouble, just to get the attention he craves each day. His life goal is to become the next Hokage. Kishimoto Masashi has brought us a very long series of action, drama, and comedy about a young ninja in training known as Naruto. This particular series focuses on the trials and tribulations of the young shounen who has only one life goal in mind: To become the greatest Hokage in Konoha village. Along with Naruto, he has a few friends who he has earned respect from. One such colleague is more of a mentor than a friend, and that certain person is Umino Iruka-sensei. Someone who was similar to Naruto when he was growing up, so he is the first person to understand what Naruto goes through. The next few are Uchiha Sasuke and Haruno Sakura, along with their sensei Hatake Kakashi. Now, onto the review of this long, magnificent-until-the-filler-starts series. The animation of the show gets better by season, especially the opening sequence. The only qualm I have about the animation is the fighting sequences. More action, less stalemates, please. A stalemate is good now and then for a dramatic effect, but for nearly every fight starts to become tedious and boring. But I can work with it. It’s crisp and clear, and the designs of the scenery are refreshing because the structures of the villages are unique to their elemental area. Although the best designed character in my humble opinion has to be Temari and Shikamaru. Sure it is a bit of bias, but that’s only because those two are my favorite characters. Seriously, though. I like the thought of including a character such as Rock Lee to pay semi-homage to Bruce Lee. Although I don’t personally like the first opening song, it is a good theme for that season’s setting. The beat and rhythm of the song go well with the atmosphere, which is why it is a good pick by the Naruto crew. However I’ve listened to it too much and I don’t like it as much as when I had first heard it when I first started watching the show. I totally love the second opening song by my favorite J-Rock band Asian Kung-fu Generation. Again, it goes perfect with the atmosphere of the season and with the opening video animation. The third song is a good choice, however the singer is too high pitched to set the right mood of the song. It doesn’t mean I don’t like the song, though. I like it just fine. The singer is just too high pitched, is all. The rest of the songs are mostly J-Rock and their beats are very nice to follow. Fighting Dreamers, the fourth season opener is easy to sing along to, and that’s pretty nice. I won’t go into every single opener, so I’ll just move along to the actual soundtrack. The fighting music is good and gets you into the mood of the fight. Especially the fights Naruto participates in. That music theme is the most catchy that I have heard. But the most depressing fighting music is the theme that plays when the Hyuuga siblings duke it out in the Chuunin exams. It’s a touching match and the song really gets to you when you’re rooting for Hinata, or Neji, if you’re not fond of Hinata. Ah, the story. It is a magnificent story to follow a young ninja warrior’s adventures to becoming Hokage and fulfilling various missions with his group. The most compelling story is the Missing Nin arc featuring Haku and Zabuza. Ah, shounen-ai; Just kidding. These two had a really strong bond with one another except Zabuza didn’t realize it until it was too late. This arc is also the arc where we first see a glimpse of Kyubei Naruto in his first form. Although there isn’t much to say about the main story because the filler takes up most of the series. 135-215, Eesh. That’s a lot of filler. I do have to say that the first few seasons are worth purchasing, though not to purchase the fillers. Ah, the ever various and unique cast of Naruto. There is a character for everyone since the cast of Naruto is so vast; a character that eats a lot, to a lazy character who is a genius tactician. As I mentioned earlier, my favorite characters are Shikamaru and Temari, although Temari is from the Sand Village. One could get a lot of value from this series; especially rewatch value as it is a very long series of 220 episodes. Well, less if you skip the filler, which is highly recommended you do if you rewatch the series, unless you find a filler arc you enjoy, then more power to you. I enjoyed this series, although to be honest I haven’t completed the 220 as of now, I still have 15 to watch to complete this 220 episode anime. That’s all for now.",7,Recommended,"Feb 9, 2007",Naruto,Naruto,20,naruto_18a89c2c0c,1,4861
"Naruto has to be the most over rated anime in existance. Every kid who has never seen anything else besides pokemon and dragon ball Z all give it rave reveiws, but all the experienced anime watchers know better. SOme people describe it as Dragon ball z with ninjas, i think that is quite and accurate description. Story: 5 I gave this a five just because of the filler nightmare and lack of a functioning plot. Art: 8 As much as i hate to admit it, the anime has really good art. But it has been put to waste by everything else. Sound: 5 Whats the word? Cliche action sounds. Character: 3 The character is horrible, there just doesnt seem to be anybody that interesting in the anime. And alot of useless characters such as sakura. Enjoyment: 3 It was torture but every sad i had to watch it. Overall: 2 Worst anime ever.",2,Not Recommended,"Oct 4, 2008",Naruto,Naruto,20,naruto_405e123b97,1,820
"I laughed, i cried and i was excited. In other words there were everything in this anime what necessary to a long anime like Naruto :) As i was watching it i didn't feel that it was waste i watched such a long anime. I liked Naruto's character so much. Naruto is a freaky, dumb and unlucky person who was always outcasted by the people in the village. However later he became a careful, strong guy who passes everyone's expection and surprise them. He's been helped by his friends and he's able to move forward by their assistance. He thinks Sasuke as a friend during the whole time what they spend together in the Team 7 it's (maybe) because Sasuke is also lonely after he lost his parents. I've learnt a lot from this anime. The voice actors were great. Even though i was surprised that Takeuchi Junko is Naruto's voice still i think she is the best for Naruto. The opening and ending songs fitted to the anime very well. Especially the FLOW songs. I liked almost all of the soundtracks in it. I like its grafic. I suppose it's unique. To sum up i gave 9/10 to it.",9,Recommended,"Apr 2, 2010",Naruto,Naruto,20,naruto_d3cf044a29,1,1066
"Naruto was the first anime I ever watched. And I'm glad it was. Because if I had watched for example Death Note, I think I wouldn't still be watching anime. Why is that? Naruto isn't a 'hardcore' anime. It is just plain fun and everyone can understand the storyline. While some other animes may be confusing when you first watch them, Naruto is just clear. Very soon I realised what the power of Naruto was. It isn't the story, which is quite cool too, but it are the characters! Everyone has their own story and their own way of thinking. Their own powers and their own weaknesses. This isn't something new in an anime, but Naruto does it in such a great way! It is really touching when someone is about to die, and you feel really glad if one of the main characters won a battle. What too is a great thing, is the whole world. The town feels realistic, although it is in a fantasy world. What I mean is that everything just feels natural and right. All the ninja ranks and how people treat eachother, it feels like a real but different world. The enviroment is beautiful too and is perfect for the battles which will take place there. I have been very, very positive untill now. The negative aspect of Naruto is that there are a lot of fillers. Sometimes they are just plain fun, but I really got annoyed when I found out that the episodes 120 untill about 200 are all just fillers! I quit watching and started Naruto Shippuden without missing anything of the plot. I would recommend this to anyone one who loves action-based animes. It is fun and probably one of the most ass-kicking animes!",9,Recommended,"Jan 10, 2009",Naruto,Naruto,20,naruto_da283ddaf7,1,1594
"Hm... Naruto as a series is a difficult one to review. It's almost 'cool' and 'accepted' to say this mainstream anime is overhyped and cliche. If one were to gush about Naruto one would immediately jump to the conclusion that they are a child, naive, or just new to anime. Naruto is a story about a orphan kid who becomes a ninja. If you look at Naruto's story objectively it's actually pretty good. It has all the stuff you would likely want in a story; rivalries, fighting, ninjas, friendship, philosophical moralizing etc... What ultimately makes this shounen different from say a DBZ or a Bleach is that all these things are all woven better into the story making a better cohesive story. There aren't any real devastating plot twists that come from nowhere in Naruto. The most important things that happen are foreshadowed a good deal throughout. Each arc ultimately ties into the next unlike a DBZ and the degradation in story isnt as quick as a Bleach. The story is woven and complete (IMO) throughout the 100+ episodes. The characters in the show is another huge plus. Sure the titular character, Naruto, is irritating but the real strength here is the wealth of background characters in Naruto. Each of them through the series (manga related episodes) are given, for lack of better words, their time to shine. The themes related to each character also makes for interesting dialogue between them. Which brings me to dialogue which is another standout. The tone shifts quite abit through the 150ish episodes but the humor, dramatic scenes, or moralizing/psuedo-philosophical stuff all come off reasonably natural. Next the music is reasonably good. It has a nice feel to the music and it fits the scene pretty well. The theme 'Sadness and Sorrow' is a nice piece but tends to be overplayed in the dramatic places. By now you probably realized that I really liked Naruto, I watched it years ago but I still enjoy watching an episode here and there. I was a little discouraged when people my age were beginning to shut out Naruto for more 'edgier' animes. I dont think someone should put down Naruto because it's a kid show. Sure it's a little silly here and there but ultimately watching it makes a dam good time. I've watched a good share of animes but I have to say Naruto is still the most fun (doesn't mean its the best). Rejecting the things that were important in your youth seems almost natural but in this case it's unwarranted. Watch, enjoy. Rewatch, enjoy more. **This is a review of the ep1- the last manga arc of Naruto disregarding the fillers and Shippuden (which I have not seen- more proof that I'm not just a fanboy... maybe) **",9,Recommended,"Jan 25, 2012",Naruto,Naruto,20,naruto_f712b12c3f,2,2652
"First to say: I decided to write a review for one of my favorite animes even though there are more than enough reviews. My anime addiction is indebted to this series because this was the one that invited me to the otaku world... Story (7/10) Naruto's story revolved around a obnoxious kid named Naruto, if you don't like him, then it's not very likely that you'll love the series. The plot is a bit shallow and a bit of a cliche; a stupid main character who wants to attempt the impossible and has a hidden power behind his sadness having stereotypical nakamas to protect. Simply to say it is the journey of Naruto to become the best; however, he has to face conflicts within himself, with others and with the world as well. Don't expect psychology, deep philosophy, and thought provoking issues here because Naruto was made for the general audience and tackles drama within the character's personal lives as teenage ninjas, there are almost no societal issue here and war and politics are not a prominent figure. The story is about lives. The life of a ninja here is portrayed in a comedic and adventurous way in the eyes of mostly innocent youths who in time, will be able to learn about its darkness. But what made Naruto so lovable? It is the universe it created. The villages, the clans and the people's lifestyle are so fun to learn about, they are so fun to be in. Plot twists are plentiful and the characters' interactions are very exciting. But the heart of Naruto fandom is the ACTION; loved characters fighting with their well loved skills. Each of them has unique attributes coming from their bloodline or they developed personally. Most of the time, they think while they fight resulting into exciting clashes of logic and tactics. Their powers also have 'scientific explanations' from the make-up science in this show giving room for countless forums and fan speculations where their strengths and weaknesses are discussed; example is ""who will win if..."" However, I was displeased with the development of the series; it started out really good but after episode 140 or so the anime was filled with useless fillers, totally useless and unenjoyable.They really ruined the show; It was a real disappointment to fans that the transition to Naruto Shippudden was a total disgrace. Overall the story is very addictive and will keep you glued to the screen until the fillers came. Art (7/10) The character designs are very simple yet memorable, no character looked alike and each other and each has trademark outfits, which were not very detailed. Eyes, noses, mouths and hair are nothing special making Naruto characters one of the easiest to draw.I also loved the use of symbols, such as the Konoha leaf and Naruto's spiral, they leave a considerable amount of impression to viewers. The houses, shops, fashion, and art in general in Naruto are both landlord era and modern anime style inspired. Yet the animation was very inconsistent; there are times when faces are so ugly and the action scenes, which are excellent, are poorly drawn (especially at the fillers). Sound (8/10) What I can say about the music of Naruto is that it is appropriate. The music was heavily Japanese themed and gives you a ""ninja"" feel. Though not exceptional it is not disappointing; if the scene is sad, the music will make you even sadder, and when there is action, the music will pump up your adrenalin. The opening and ending themes are quite enjoyable and addictive, making them highly anticipated. But the length of the series made the music overly used and lacking in variation. Character(7/10) This part is very debatable...It is also the part that made Naruto hated by many, the main characters and also some secondary characters) are cliches: A boy who has a hidden power triggered if his nakama is in danger and wins over strong opponents by willpower A rival who is smart with looks better than the main character, fan-girled too much and has some dark undertone. A girl obsessed with the 'rival' who is liked by the unliked main character whom she constantly bullies Mostly the characters are a bit shallow but they are worthy to be loved. Some of them are inspiring, some irritating, some cute, some has psychotic attributes and some are cool depending on a person's preference: a very good formula for a shonen anime. They are not mediocre and their role in the story is noteworthy as many of them develops significantly as the series progresses, whereas each has his or own internal or external conflict. Naruto promotes many important values such as friendship, family, hardwork and maturity with its characters.I find it inspirational and heartwarming. I also loved its concept of having a ""home""and to belong to and having a ""dream"" to work hard for. Overall the atmosphere is positive here. HOWEVER, the fillers made room for too many cheap, sissy dramas and trying-hard-to-be-deep- characters who are very unnecessary. The plentiful unnecessary flashbacks also ruin some climatic parts and made the drama bland. But Naruto isn't very shallow at all. One can see it's unforced efforts to bring symbolism; a character living in bloodshed was associated to the pureness of snow, the blooming of flower as a metaphor for growth, and the leaves of the village compared to the next generation or the progression of time. Angst and sadness is plentiful here but they are viewed from the eyes of pre-teens and pre-teens are mostly shallow no matter how deep they think they are. But it doesn't mean that the drama is shallow, it was just portrayed naturally from the characters' point of view. Naruto, though he is a typical shonen hero, has a different effect on people and has an amazing power to impact both the characters of the show and audiences alike. His development is superb: from a naughty, proud and idiotic outcast kid he strove hard to be recognized by following his way of a ninja to become an inspiration to everybody. Enjoyment (9/10) I loved it so much...I've been addicted to it for three years. Even though I watch new series, Naruto still remain in my top list. My experience in watching this is very different from other shonens, and conversing with fans alike will make you feel very welcomed in loving this series.I can extract endless fun information from the series and fansites. It is just that the fillers really ruined the mood... Naruto is not exceptional in every aspect(except action and comedy perhaps) if you compare it to very artistically done animes but it may be the best in one thing: earning people with unconditonal fandom despite its weaknesses. Isn't it a very rare attribute? ""It's just popular but not really good."" Then why is it popular in the first place? It is because the majority loved it and don't care about its flaws. Naruto is very age-friendly and gender friendly, and a very well composed shonen. So heed my final words: exposure to this material may cause long term addiction OVERALL: 7/10",7,Recommended,"May 5, 2008",Naruto,Naruto,20,naruto_ca9aa0e7d8,2,6949
"Naruto is a hit and miss with some people. You can hate or appreciate; that's how it works. Most people say that Naruto is a pretty bad anime, and in reality, it's not. While there are obvious shortcomings and issues, there are also some really good parts in this anime that probably anyone would enjoy. Of course, what is Naruto, really? Well, it's a story about a boy named Uzumaki Naruto, whose dream is to become the Hokage, or, top ninja. This is an incredible feat, of course, and only some one extraordinary could achieve such a feat. However, he is different. Naruto's path is (and will) be very difficult, since an incident many years ago left him with a demon, the Kyuubi, sealed inside his body. The Kyuubi is a beast with exceptional power that nearly destroyed the Village of Konohagure, Naruto's village. His village disgraces him for his powers not because of the boy himself, but out of fear that the power will return one day. Naruto wants to prove the villagers wrong and become Hokage, and protect them. He will, of course, need special training in order to become so, and also the necessary training that all ninja trainees get in order to succeed. Will he? You will just have to watch. Now, what do I think about Naruto? Well, being a USA resident, I was first subjected to the dubbed version all those years ago. I had read The Shonen Jump pilot manga years ago, and with technology not being as advanced as now, watching subbed episodes without importing and learning Japanese was impossible, so I was subjected to watching the dubbed episodes. Of course, being a longtime anime fan, I was not impressed, compared to other anime's that I had watched prior (that were dubbed). My luck changed eventually, and subbing groups were formed and I had gotten what I wanted. The original, un-edited content and blood that the cut-dry dubbed version did not have. Alas, my opinion changed. I was left satisfied and it exceeded my expectations. Now, now. Naruto is not the greatest anime that I've ever seen. However, it does not suck. The character development goes at the speed you would expect it to, and Naruto does leave behind characters that you will remember (and ones that you will want to forget -- Sasuke, anyone?) The animation, amongst other things, is good, and battles in-depth (although it might take some time for the characters to move.. just to waste time, really). Now, the last part comes up to you. Naruto, like I said before, is a hit-or-miss. You either fall in love with the concept, or you hate it to the core. Personally, I don't. I like the ninja action and the plot development. You may not. That's the point - Naruto is what you make of it. It may be the best thing you ever see, or the worst. Now all you need to do is find out for yourself.",8,Recommended,"Sep 17, 2008",Naruto,Naruto,20,naruto_7a6ef55c6d,2,2785
"Naruto (not Naruto Shippuden) is awesome. It had a nice setting, character development, plot, and fighting scenes. The thing I enjoyed most about Naruto was its character development. The diverse array of characters in Naruto all (with the exception of Ten-ten and a few other people) had their spotlight and unique identities. I especially liked Naruto because he was the hard-working underdog. You also get these bad-ass fighting scenes. These fighting scenes, I felt, actually made sense. There weren't many nakama-power ups, and the good people didn't always win. Everyone was limited by chakra. You also get some cool strategies! I really enjoyed this series. And even though I don't continue Naruto with the manga or watch Shippuden, I still like to rewatch old Naruto episodes.",8,Recommended,"May 19, 2014",Naruto,Naruto,20,naruto_35348d1b4d,2,784
"Although Naruto is sometimes overexaggerated with the way it has somehow been &quot;stolen from other manga artists&quot; and it isn't creative. Naruto, although very simple character, has a great personality and proves that he is able to do anything so long as he sets his mind to it. With his friends and Konohagakure no Sato behind him, he sets his mind on becoming Hokage, the greatest ninja of the Hidden Leaf Village. That does not omit the fact that Naruto has other infamous characters that are loved. Uchiha Sasuke - the character that every girl seems to love (besides myself. Naruto fangirl here), and the somewhat antagonist of the story was meant to die at the beginning of the series. So far, he seems to always have a way of slipping through everyone's hands, and has a demeanor that just says to everyone he looks at, &quot;Back off.&quot; Haruno Sakura - the girl that has a major crush on Sasuke, who Naruto has a crush on, and with the undeniable passion to do what she wishes. Although considered the weakest of the Konoha 9, Sakura has a knack for chakra control, and Inner Sakura seems to give her a bit of a teenage look about her. What girl doesn't have her own inner self that screams out what she wishes to say? Hatake Kakashi - the man that leads the group. A jounin beyond his years, Kakashi helps Sasuke most of the time, but in the end realizes his mistake of not helping out Naruto at all. This leads to him wanting to keep everyone safe, so it helps a lot of people. I personally adore Naruto. It gives me an insight of what I could be if I were an anime character. That character would be Sakura, no doubt. In the end, though, Naruto does have its kinks to work out, but it will surely become a masterpiece that I wish for my children to look back on. Allowing something like this to be able to be published lets my life understand that it is a brilliant world in my imagination!",9,Recommended,"Nov 12, 2008",Naruto,Naruto,20,naruto_a9c10f209e,2,1912
"Naruto (also referred to as ""Ninja Brokeback Mountain"") is an anime about sand ninjas and eugenics. It is a gateway anime of the worst kind riddled with one-dimensional characters who lack development, poor pacing, numerous plot holes, shitty villains who ""aren't really so bad in the end"", an anime saturated in filler arcs, a final arc with a complicated mess of a plot that stretched on for a year, massive use abuse of plot armor to cover up shitty writing, and a story of ""friendship"" which somehow makes Boku No Pico look like Metal Gear Solid in comparison. Despite this, it is one of /a/'s guilty pleasures due to being a massive lolcow which has provided them with lulz for 15 years. The story is about a blonde-haired, afro hairstyled, blue-eyed, half-emo, foreigner half-demon ninja teen struggling to be accepted into society by being a whiny fagget who annoys everyone around him, including the viewers. His goal is to become Hokage Ninja Obama and change the world. To accomplish this he becomes a ninja who dresses in bright colors, doesn't into stealth, announces his presence to his enemies, literally only uses 2 jutsus for the entirety of the series, forgives mass murderers, and rather than killing enemies would rather give gay speeches about bonds and friendship and other shit. In fact, He is such a failure of a ninja that the plot replaced him with Sasuke ""Edge-Lord"" Uchiha as the main character halfway through the story due to Kishimoto's boner for his favorite character. One of the many themes in Naruto that are ultimately ignored is that hard work surpasses talent which is shown in how Naruto and Sasuke become the most overpowered characters by having perfect bloodlines and literally being handed power ups while characters like Rock Lee are ultimately forgotten by the plot. Great writing there, Kishimoto! Another lesson Naruto teaches is that if you stalk someone long enough, they will change their mind about you and will run back into your arms. You're better off watching a rock than this show.",1,Not Recommended,"Apr 17, 2016",Naruto,Naruto,20,naruto_4a1389e7b5,2,2036
"Okay an honest review here truthfully this is one of my favorite anime, but there are things that i liked about the show and things that i hated about the anime. I enjoy the story, it starts of very simple but it gets deeper as you go on through the series, however it never explained why naruto dressed in orange. the art is amazing i love their style especially in the fighting scenes, i can see that they worked very hard on those scenes and i feel they did the anime some justice with they're art. The OST and the sound effects were awesome, it matched the Anime well, it made the fights more intense and also made a lot more scenes come to life. The Character all came in at the right time in the first season the main characters it focused on was Naruto, Saskue, Sakura, and Kakashi. Naruto was the most explained character, to be honest he was a terrible ninja in this series and should have died. Saskue is a very skilled ninja on the other hand and everyone likes him. Sakura, i can simply say i grew to hate her, as the story goes on she just makes everything worse. Kakashi is a mystery the whole time, you learn very little about him in this series. This anime is very enjoyable, but they are very repetitive with the flashbacks i don't mind flashbacks but if they keep repeating the same flashback that they showed a few episodes back it gets annoying, but the action keeps you in the show to be completely honest, the explanation of the abilities is also interesting some people hate it, but i like it, it's your opinion about that. also if you don't like filler after ep 135 go to 220 and skip the 1st half lol. overall i give it an 8/10 i personally think this show isn't overated its just people want others to see it.",8,Recommended,"Feb 8, 2013",Naruto,Naruto,20,naruto_376956031c,2,1735
"I forced my way though around 43 episodes before dropping this, so you can't tell me I don't know what I'm talking about. This has to be one the worst animes ever made. I'd recommend Mars of Destruction before this. Naruto seemed to have potential at a first go, oh maybe it's going somewhere! Then it doesn't. So much for the plot. The art, is decent. Not really good enough to wow me. The sound was decent as well, but nothing worth talking about. The characters are awful, with no depth to them at all. If you are going to drop it for anything, it's going to be the shallow characters. Overall I didn't enjoy this. Nor should anyone watch this anime, ever. Go watch something good, like FMA or GTO.",1,Not Recommended,"Jul 22, 2010",Naruto,Naruto,20,naruto_3634d35c75,2,701
"When people look at Naruto, they tend to look at it through the rose-tinted glasses of nostalgia. And while that's fine, unfortunately, for someone who did not grow up with it, for someone whose major piece of media consumed was not Naruto, it mostly turns out to be just fine. The show starts off well - all the characters are shown to work towards a common goal, the goal of being a great shinobi. There are some pervy jokes thrown around here and there, but the story is mostly made to appeal to those who can relate to the childish aspect of the characters, the humour and the story. Many of the characters are likeable - Jiraiya and Kakashi are good mentors, Rock, Neji and Gaara are interesting characters, and Sasuke provides appeal in the form of a rival. The first arc is pretty good, though Naruto's declaration of becoming Hokage becomes really annoying and out of place real quick. The story of Zabuza and Haku, as well as their fight with Team 7, is pretty nice to watch. The Chunin Exam Arc, arguably, is the peak of the original Naruto anime : the arc is long, but each stage of the selection is fun to watch, as it provides compelling stories for each character involved, and the villain is interesting. Here is where the show starts cracking - fillers start to take over and backstories get repetitively shown. Naruto sitting on the swing with the sad music in the background became a meme for a reason after all. The Tsunade Arc is where this is seen a lot - many scenes are repeated constantly across the semi-long arc (and beware, these arcs get LONG). Many scenes are pretty imaginative, but, sadly, not all are interesting and add up to an uninspired child's imaginative stories. The same goes for the Sasuke Arc, which, while it had its moments with Itachi and the Uchiha Clan, was still pretty repetitive in its storytelling. Past that, everything till the end was filler, adding nothing to the story other than stretching it out for increased runtime and being almost unbearable. Characters like Sakura and Hinata were underused and poorly written, always relying on Naruto and Kakashi, among others, for help, but going back to acting rude to them or being absolutely detached. The art and animation was good, and while some of the fights were visually appealing, many early scenes were still shots. The music was treated much better, both in quality and usage. At the end of the day, Naruto is just a show made for children (put the pitchforks down fellas). Yes, some level of maturity is required to digest some of the plot points, but most of the show is made to appeal to predominantly younger audiences.",7,Mixed Feelings,"Jan 30, 2024",Naruto,Naruto,20,naruto_d904f4c708,2,2634
"I used to think that naruto was an ok show. But then I realized there is no point in watching an anime that will NEVER END! Even after 220 episodes they still refuse to end it. Instead they make a sequel!And naruto is also the most annoying main character ever. after the 500th &quot;believe it!&quot; the catch phrase tends to get annoying. one of the most annoying parts of the show are the flash backs.it gets really annoying when they show flash backs about the time that character stole a piece of bread or something right in the middle of an epic battle. another thing that isn't really annoying but is kinda weird is that this show has head sets, giant televisions, stoves, cameras, etc but no cars or guns. just a little odd. so unless you have a thing for anime that doesn't have an ending, and has annoying characters this probably isn't an anime for you.",1,Not Recommended,"Jan 8, 2009",Naruto,Naruto,20,naruto_2f16f1cb27,2,865
