review_text,user_score,recommendation,review_date,entity,series_component,series_id,review_id,page_number
"I will keep this short and pretty spoiler free, I'm not the best at reviews but I hope this helps :) Overall 8/10 I would say overall, give it a go, the story was lacking in some parts and the ending was a bit of a let down, but it was still fun to watch. I think the art was amazing and really suited the story, I would've liked it better if it was a longer (and more 'fleshed' out) anime but we can enjoy what we have got, so I say give it a go, its not bad at all, although there is room for improvement. Story 8/10 To be honest, the story was a lot different than what I was expecting, but it was enjoyable except for the few plot holes and things that just didn't make sense. I feel like the story was a bit underdeveloped, but in the end it was pretty good. I will say though, the ending was a bit of a let down, it was very different to what I thought was going to happen but I personally think the ending was a bit eh Art 10/10 I absolutely adore the art, I think it is super pretty and it created a nice atmosphere, I would watch it again just for the art Sound 7/10 I dont have much to say here since it was mainly just sound effects and stuff, but they were good Characters 9/10 I really liked most of the characters, they were enjoyable and I liked watching how they interacted with each other, especially ninny and noel. I liked their personalities for the most part and they made it much more enjoyable to watch the anime since they weren't very dull Enjoyment 8/10 I did enjoy watching it, I feel like this would've been much better if it had been longer and more fleshed out, as the story felt like it was missing something, but overall pretty good to watch and its not long or anything",8,Recommended,"Oct 2, 2020",Bleach,Bleach TYBW Part 2,41468,bleach_tybw_part_2_7802ea6ef3,1
"After watching burn the witch, it was like watching bleach again, but in the different universe, the vibe of bleach is really connected to burn the witch, and as for the bleach fan, it was amazing to watch it, it has great potential and I hope we are going to see a new season soon enough, because I have a feeling it is only just starting, and we will get more in the future, so let's hope for it Now let's talk about burn the witch It is the same as bleach, soul reaper/witch against hollow/dragon, and it is same mission for both of them, but burn the witch is way different than bleach when it comes to the mission, the selling, the handling and the connection, because burn the witch is in the future after bleach, the story is the most important and interesting part of burn the witch, and I hope we are going to see it more in the future the art is absolutely amazing and beautiful, the studio did absolutely a amazing job the sound was awesome it was really good music The characters is the best one, it is very bleach character feeling right there, the characters development, they personally, the acting and the looks, it is amazing to the characters Noel and Ninny as the main character in the series, because it is not often we see the female character as protagonist, tite kubo did amazing job to make female characters to the main characters in the series, and also the support character bruno is side of grimmjow and it makes more exciting to watch the series I really enjoying watching burn the witch, it is the same feeling when I watching bleach back then, and I really hope we are going to see more burn the witch in the future, because it really deserves it, so I hope we can support tite kubo for he's working and he's new series, he really needs supporting from us and I hope he gets it, tite kubo deserves it Thank you tite kubo for this new series from your biggest bleach fan ^^",9,Recommended,"Oct 4, 2020",Bleach,Bleach TYBW Part 2,41468,bleach_tybw_part_2_51784fc263,1
"(This is my first review, so go easy on me...) I see a lot of people giving Burn The Witch mediocre reviews, and I think that's in-part due to the of the way the film is organized. Burn The Witch is split up into three twenty minute long ""episodes"", which ends up making it feel more like a mini-series rather than a film. As a result, it barely manages to offer up an hour of content, and viewers are left only wishing that there was more. Is that really a bad thing, though? For what content is provided, I feel as though the writers did an excellent job of answering most of the big questions, and left enough unanswered to make me wish it was a full series. In that way, this feels more like one really long pilot episode... which just happens to be split up into three episodes. Confusing, right? Is it a mini-series, a film, or a pilot episode? In any event, there seems to be a lot of meat left on the bone. The world of Burn The Witch has a lot to offer, with an interesting magic system and dragon species galore. It feels like if Harry Potter was set in the Bleach universe. That description doesn't give it enough credit though, because Burn The Witch stands alone from Bleach. It's a spin on that universe so creative that I couldn't believe it was set in the same world. The characters are endearing (albeit a little shallow on the surface), and their personalities mesh well with one-another. It's unfortunate that the run-time wasn't longer, because they didn't truly have any time to develop. This also leaves the characters being this film's weakest aspect. However, that isn't to say it detracts from the entertainment factor. I found it to be hugely entertaining, with fantastic visuals and a great score. TL;DR - It's good. Enjoy it for what it is, and don't let people's negative opinions stop you from enjoying it.",8,Recommended,"Oct 2, 2020",Bleach,Bleach TYBW Part 2,41468,bleach_tybw_part_2_d2cac438fe,1
"(This is the first time I write a review) The anime has a low rating on MAL mainly because the reviewers aren’t aware that it’s an ongoing series. The creator has confirmed a second season. The plot is concise and to the point. There weren’t unnecessary dialogues between characters meaning that the forward button isn’t tempting. The characters’ designs fit their personalities. The pacing was great, it wasn’t too slow nor too fast. The art style and animation are terrific. The soundtracks are God-tier. I thoroughly enjoyed the first season and I’m eager for the second. I'd recommend it. - igottheonepiece",10,Recommended,"Oct 18, 2021",Bleach,Bleach TYBW Part 2,41468,bleach_tybw_part_2_dde7e26aa6,1
"Never have I seen an anime from a manga adapted from the author of Bleach that had turned out so good. Burn the Witch is without a doubt one of the best animated films/anime (regardless of the three-episode count) I have ever seen in 2020-2021. ---STORY--- Rating: 9 The story was set up very well with the concept on the setting of Reverse London which plays a huge part in the anime and its lore. The plot turned out to become interesting for the most part as the story advances throughout the story, though at some points may make viewers feel like the story has nothing special. However, besides the speed bumps that had underwent in the plot, I do think there are some parts in Burn the Witch that may be special in particular. The set up of Burn the Witch even reminded me of the Little Witch Academia series I watched a while back, which they are both some of the great witch anime as well. The character development here and there was evermore interesting, especially for characters Ninny Spangcole, Noel Niihashi and Macy Baljure. One scene particularly in the first act and the climax was intense and had a ton of action that is worth entertaining for many. ---ART--- Rating: 9 The art direction in Burn the Witch was pretty spectacular with the landscapes, the vastness in the environment of London/Reverse London, and the production/set design in some of the settings in the anime. There were even some scenes with amazing art in particular that help play out some of the great cinematography/layout that the film has in some sequences. ---SOUND--- Rating: 10 The sound design (mixing/editing) was incredible in Burn the Witch, alongside the fantastic original score/music composed by Keiji Inai. Though the anime has perfect voice acting and the action sequences incorporate great dragon/magic sound effects, the film orchestrates a various array of using a mix of sound effects and voice acting in some parts in a wonderful display of sound mixing/editing in anime that immerses viewers into their world. The ED song, Blowing, is no doubt harmonious. ---CHARACTERS--- Rating: 10 Along with the major and technical specs Burn the Witch had to offer as well as its imaginative character design, the characters/voice acting was the main highlight of the anime for me. Asami Tano (english dub actress Olivia Hack of Avatar: TLA and Bratz fame) has brought humor, drama and passion to her role as Ninny Spangcole, in which her character examples ambition, beauty, magical and complexion in the anime. Ninny has a tour-de-force powerhouse anime performance that I believe that she is one of the best anime girls of the year and is one of the best animated performances in my opinion this year. Yuina Yamada (english dub actress Allegra Clark) on the other hand also brought serenity, empathetic and splendor as the other main Noel Niihashi, who also brings sensitivity, courage and teamwork in every scene she's in. Saori Hayami (english dub actress Brianna Knickerbocker) apparently has one of the strongest roles/performances in the anime, exemplifying shrewdness, emotion and even humor in her role as Macy Baljure, in which, alongside Ninny, is one of the best characters in the anime and has one of the best developed character developments and backstories, showing melancholy, dignity and/or comedy in many of her scenes. Other major supporting characters in the anime, including male characters Balgo Ywain Parks (played by Shimba Tsuchiya (english dub actor Griffin Burns)) and Bruno Bangnyfe (played by Chikahiro Kobayashi (english dub actor Sean Chiplock from Re:Zero)), has shown promising and intriguing roles by playing crucial parts to the story alongside the other characters. Osushi was at least pretty cute too. ---ENJOYMENT--- Rating: 10 Hands down, I have enjoyed every minute of Burn the Witch, if its not the best anime ever (since there's also Ghibli and other anime films/series out there that are animated masterpieces). If I made my own animation awards for films and series, I'd definitely contend/nominate it for one or some awards. I know some people don't agree that Burn the Witch is great, but I for one loved it. Ninny, Noel and Macy are the best characters in Burn the Witch, in my opinion. The director, Tatsuro Kawano, has made a mesmerizing debut in his first anime direction for Burn the Witch after his commitments to key animation in various animes. ---OVERALL--- Rating: 10 (96% as a percentage) Burn the Witch was a splendorous, whimsical wonderment that's ever been adapted from a manga by the author of Bleach. I hope more of the story is told later on with a sequel in the near future, because I would love to see where their next adventures would take them next. The story was amazing with a faithful adaptation to the manga, the artwork is well done, the sound design is immersive/innovative with the use of magic/dragon sound effects, the characters along with its designs and developments absolutely shine in every scene, and the anime itself is impactful, especially for diehard Tite Kubo and Bleach fans. I'd recommend it to those who wish to see the Burn the Witch in anime form and to those who want to see this.",10,Recommended,"Feb 4, 2021",Bleach,Bleach TYBW Part 2,41468,bleach_tybw_part_2_8d60dbdaab,1
"Where did this come from and how do I get more? Absolutely phenomenal from start to finish. I found it to be unpredictable, surprising, the art style complemented the story, the characters were interesting and had flaws and strengths. The characters, the world, the story, given so few episodes I didn't think it could come together. However, I was pleasantly surprised. I really enjoyed the animation and all of it. No notes. Give me more. It is associated with the bleach universe, however, I am not that familiar with bleach, just a few Easter eggs. Not anything related to the main plot. I think that people that give this a chance will really enjoy it. Good vibes.",8,Recommended,"Jun 2, 2023",Bleach,Bleach TYBW Part 2,41468,bleach_tybw_part_2_3dc258484a,1
"Burn the Witch is a joke. A sad, overhyped joke. I personally have not seen Bleach, so I would not understand the connections between this miniseries and Bleach, but I feel like I don't have to to be critical of this pure waste of time. While Burn the Witch is incredibly well-animated, it's so devoid of substance that I couldn't feel any emotion towards this whatsoever. All I could think was that I was glad it only lasts an hour so I wouldn't waste any more of my time on it. There are so many pieces introduced that don't end up playing any role in the show's outcome, and the pieces that do play a role are really stupid. For example, Balgo is one of the worst characters I have ever seen in an anime. His only purpose in the story is to be protected for reasons that are far beyond me, there is no indication as to what his relationships to Noel or Ninny are, and he somehow ends up as a Mary Sue in the very end. What hurts the most is that far more interesting characters get no development whatsoever. Ninny is a protagonist that simply exists, without getting nearly enough of the backstory or development she could have used to become a good protagonist. And yet somehow, Noel gets even LESS development. The show just leaves you with so many more questions than answers because it's so dedicated to the idea of doing nothing with its characters. Burn the Witch also has perhaps one of the worst climaxes I've seen in an anime. In retrospect I'm glad I felt nothing towards it because if I had somehow become invested in these characters I'm sure the final battle would have been even MORE insulting. There's no story, no satisfying combat, no genuine attempts at comedy (seriously it's almost exclusively the ""panzu"" jokes""), no good characters, and overall just nothing positive going for it aside from the animation. I wanted to enjoy Burn the Witch, everyone told me I would, but that's just not the way it goes sometimes.",3,Not Recommended,"Oct 28, 2020",Bleach,Bleach TYBW Part 2,41468,bleach_tybw_part_2_82daebcf7c,1
"I truly enjoyed this anime. The story itself was good enough that I didn’t necessarily need to have any prior knowledge that it takes place in Bleach universe. Although with only 3 episodes, the story sets itself up with the potential that it could later turn into a full 12 episode series. The artwork was amazing. When I think dragons, I think cute or total badass. Burn the Witch managed to deliver both. The fighting sequence was well done and didn’t feel dull. The main characters were enjoyable with the classic fiery witch being paired with the more calm demeanor one. Voice acting was on point. (Asami Tano's delivery as the classic fiery witch was amazing). The background music was good in its setting. I really vibed with the outro song.",9,Recommended,"Apr 10, 2021",Bleach,Bleach TYBW Part 2,41468,bleach_tybw_part_2_b5b61d085c,1
"Quite obviously rushed. However, good concepts and great animation. Seems promising. Would want more of this, better written, than a revived Bleach. As reviews need to be longer, just a few more words: There being a law that those who have touched dragons are to be imprisoned/executed sounds completely unreasonable. But, this could lead to further reveals, and I wouldn't mind just assuming it as a premise. The greatest part of the short story for me: in the end the problem isn't solved by friendship and love between human and dragons. That the white dragon outright tried to kill its adoptive mother lays promising grounds for further dragon-human relationships.",8,Recommended,"Apr 17, 2021",Bleach,Bleach TYBW Part 2,41468,bleach_tybw_part_2_4deb74cb0b,1
"Burn the Witch was a pleasant surprise to me. It appeared really bland and mediocre on paper. Moreover, I have never read even a single chapter of Bleach, forget about being a fan of it. But still, the movie did a pretty decent job at entertaining me within its span of an hour. I'll explain why. Burn the Witch takes place in the city of London. It mainly revolves around two witches, Noel Niihashi and Ninny Spangcole, who are a part of an organization named Wing Bind. Their job is to protect and cope with dragons that are invisible to most people and cause the majority of the deaths in London. Needless to say, the premise of Burn the Witch isn't very unique. However, as I have always said, the story doesn't need to be completely unique in order to be compelling. If executed properly, even shows with the most unoriginal plots can be very entertaining to watch. Initially, Burn the Witch seems to follow that formula pretty well. Though, the problem with the plot becomes apparent as we move onto the second episode. Burn the Witch can be a bit overambitious at times. It tries to tell way too much story than it actually needs to. It wants to narrate a lot bigger story, but fails at doing so because of its short span. If the movie had run for 30 extra minutes, it could've done a much better job at world building and storytelling. But that isn't to say the plot is completely irredeemable. Despite not being particularly innovative or outstanding, it does a decent job at keeping the viewers engrossed in watching. But as I said before, just taking a little more time with the world building and storytelling could've been really efficient in making the plot even more enjoyable. Because of that exact reason, most characters don't get the chance to be fully fleshed out either. Not enough time is given to properly develop all of them, which can become a little problematic later on. They aren't unlikeable in any way, though. They all have their distinct and likeable characteristics which make them pretty entertaining. Our protagonists, Noel and Nana, are really likeable and their interactions are always amusing to watch. The backstory of Macy and Elly is also presented decently. Even Bruno, who seemed like a huge asshole, turned out to be a not-so-bad person in the end. I especially enjoyed Balgo's personality; his idiotic nature and uselessness might annoy some viewers, but I personally found it very appealing. In case of animation, Burn the Witch does a pretty decent job. Studio Colorido isn't the most renowned studio out there, but they handled the animation greatly in this case. The character designs are distinct and attractive. The dragons are decorated nicely in terms of designs as well. While some action scenes feel kinda stiff, most of them are very decently animated. The voice acting and soundtrack are also very decent. Most background tracks, despite not being very memorable, are befitting to the movie, which makes the fight scenes more dynamic and enjoyable. There isn't any opening theme, but the ending song ""Blowing"" sung by NiL is kinda catchy. To summarize, Burn the Witch is a pretty enjoyable movie. A little more runtime could've helped fix some of the issues regarding the narrative, but the movie was quite good for what it was. So if you are looking for a short but entertaining movie full of epic action and goofy characters, give Burn the Witch a try.",7,Recommended,"Oct 2, 2020",Bleach,Bleach TYBW Part 2,41468,bleach_tybw_part_2_4904f3675a,1
"Cons: This three episodes transition and pacing isn't good, the way the episodes end aren't well done. It feels like they just wanted to squeeze some artwork with a catchy song at the end. The world building wasn't that good but not terrible, you could understand in a way what the world is in a few minutes. The main characters aren't bad, they're good characters. The supporting characters are just there, they could've played a better role in the story (specially Banx). Balgo is just annoying and useless. Pros: The world has an interesting setting Good artwork and sound Likeable main characters It's an enjoyable watch The pacing isn't that bad Overall: This one-shot has the potential to become a good anime, just fixing the pacing problem might be enough sense that's the main problem. It has a good setting, with supporting characters that can be great if they are done right, with two main characters that might become popular, sense there personalities are quite good.",7,Recommended,"Oct 3, 2020",Bleach,Bleach TYBW Part 2,41468,bleach_tybw_part_2_e047fb5fd3,2
"Burn The Witch is a average movie. The 3 episode format led to a unnecessary ending for two episodes when it should have just been put all together for fluidity. Story was nothing special but nothing trash. Plot twists were cool but generic. Characters were extremely average to me but Noel and Ninny got thighs so thats a plus. The interactions between the two main females are funny, sometimes. Animation once again is average and non-memorable. In conclusion, if you have a rough 1 hour of time to do anything, watch Burn The Witch if you just wanna pass time, but do not expect anything amazing.",5,Mixed Feelings,"Oct 6, 2020",Bleach,Bleach TYBW Part 2,41468,bleach_tybw_part_2_812eb3f85f,2
